Temperature,Humidity,Light,CO2,HR,Occupancy
22.60,30.57,419.00,1258.50,0.0051898181,1
22.60,30.47,419.00,1251.50,0.0051736969,1
22.60,30.45,419.00,1241.33,0.0051689890,1
22.60,30.47,419.00,1238.75,0.0051736969,1
22.60,30.37,419.00,1246.80,0.0051561499,1
22.60,30.32,419.00,1240.75,0.0051467349,1
22.60,30.37,419.00,1240.25,0.0051552940,1
22.60,30.28,426.00,1239.00,0.0051398877,1
22.60,30.25,422.50,1235.25,0.0051347525,1
22.60,30.25,424.60,1229.80,0.0051362930,1
22.60,30.18,419.00,1220.60,0.0051236264,1
22.60,30.17,419.00,1214.17,0.0051213442,1
22.60,30.10,419.00,1214.00,0.0051099333,1
22.60,30.14,419.00,1217.80,0.0051167798,1
22.60,30.10,419.00,1211.80,0.0051099333,1
22.60,30.10,419.00,1217.20,0.0051099333,1
22.60,30.10,415.50,1211.50,0.0051099333,1
22.60,30.18,419.00,1207.33,0.0051239117,1
22.60,30.10,419.00,1204.75,0.0051099333,1
22.60,30.12,0.00,1205.25,0.0051137844,0
22.58,30.05,0.00,1204.75,0.0050935737,0
22.50,30.10,0.00,1196.67,0.0050787367,0
22.50,30.10,0.00,1191.50,0.0050787367,0
22.50,30.10,0.00,1184.00,0.0050787367,0
22.45,30.10,0.00,1189.25,0.0050616504,0
22.39,30.08,0.00,1186.50,0.0050403910,0
22.39,30.10,0.00,1180.75,0.0050446148,0
22.39,30.05,0.00,1172.50,0.0050361672,0
22.37,30.08,0.00,1164.00,0.0050326708,0
22.36,30.10,0.00,1160.67,0.0050343149,0
22.29,30.00,0.00,1143.25,0.0049969799,0
22.27,29.95,0.00,1139.50,0.0049808645,0
22.25,29.97,0.00,1138.25,0.0049785966,0
22.20,29.82,0.00,1135.50,0.0049385676,0
22.20,29.84,0.00,1124.75,0.0049427415,0
22.20,29.86,0.00,1119.33,0.0049455242,0
22.13,29.79,0.00,1110.25,0.0049117218,0
22.10,29.79,0.00,1105.50,0.0049041850,0
22.10,29.75,0.00,1096.75,0.0048967185,0
22.10,29.70,0.00,1092.25,0.0048892522,0
22.10,29.60,0.00,1092.50,0.0048726612,0
22.03,29.53,0.00,1085.75,0.0048378728,0
22.00,29.46,0.00,1074.33,0.0048202773,0
22.00,29.39,0.00,1066.00,0.0048081870,0
22.00,29.39,0.00,1058.50,0.0048081870,0
21.92,29.29,0.00,1050.75,0.0047674564,0
21.89,29.27,0.00,1044.00,0.0047557149,0
21.96,29.20,0.00,1039.00,0.0047661093,0
21.89,29.20,0.00,1030.50,0.0047446631,0
21.89,29.20,0.00,1030.80,0.0047446631,0
21.89,29.20,0.00,1032.33,0.0047446631,0
21.89,29.16,0.00,1021.20,0.0047381141,0
21.89,29.20,0.00,1018.67,0.0047446631,0
21.89,29.20,0.00,1008.75,0.0047446631,0
21.79,29.00,0.00,1003.25,0.0046830141,0
21.81,29.00,0.00,989.80,0.0046887826,0
21.82,29.00,0.00,992.00,0.0046902257,0
21.79,28.97,0.00,985.75,0.0046785399,0
21.79,28.89,0.00,989.00,0.0046651177,0
21.72,28.89,0.00,983.00,0.0046457702,0
21.70,28.89,0.00,976.75,0.0046393367,0
21.70,28.89,0.00,970.33,0.0046393367,0
21.70,28.87,0.00,961.75,0.0046352921,0
21.70,28.87,0.00,958.75,0.0046352921,0
21.70,28.89,0.00,954.67,0.0046393367,0
21.70,28.79,0.00,950.50,0.0046231587,0
21.70,28.82,0.00,942.75,0.0046272032,0
21.68,28.79,0.00,938.25,0.0046160448,0
21.68,28.77,0.00,941.00,0.0046124105,0
21.63,28.73,0.00,944.33,0.0045945433,0
21.60,28.65,0.00,938.00,0.0045722532,0
21.60,28.68,0.00,934.50,0.0045762723,0
21.60,28.63,0.00,936.67,0.0045695738,0
21.60,28.60,0.00,926.00,0.0045642151,0
21.60,28.60,0.00,920.75,0.0045642151,0
21.60,28.56,0.00,920.20,0.0045577848,0
21.60,28.50,0.00,911.33,0.0045481396,0
21.60,28.50,0.00,905.33,0.0045481396,0
21.60,28.50,0.00,904.20,0.0045481396,0
21.60,28.50,0.00,899.67,0.0045481396,0
21.60,28.48,0.00,898.20,0.0045446031,0
21.60,28.47,0.00,898.25,0.0045437190,0
21.60,28.39,0.00,895.00,0.0045304576,0
21.60,28.39,0.00,891.67,0.0045304576,0
21.58,28.35,0.00,887.40,0.0045184547,0
21.60,28.29,0.00,885.33,0.0045143838,0
21.56,28.29,0.00,876.40,0.0045032672,0
21.53,28.29,0.00,871.33,0.0044958695,0
21.50,28.29,0.00,863.50,0.0044866376,0
21.50,28.27,0.00,865.25,0.0044830435,0
21.50,28.23,0.00,859.67,0.0044770534,0
21.50,28.26,0.00,858.67,0.0044818454,0
21.50,28.20,0.00,852.25,0.0044722614,0
21.50,28.18,0.00,849.25,0.0044682682,0
21.50,28.10,0.00,849.00,0.0044562887,0
21.50,28.10,0.00,845.00,0.0044562887,0
21.50,28.10,0.00,844.50,0.0044562887,0
21.50,28.05,0.00,843.75,0.0044483027,0
21.50,28.08,0.00,842.00,0.0044522957,0
21.50,28.10,0.00,833.20,0.0044562887,0
21.50,28.03,0.00,832.67,0.0044456407,0
21.42,27.95,0.00,825.25,0.0044090371,0
21.39,27.89,0.00,820.33,0.0043928369,0
21.42,27.92,0.00,824.50,0.0044046676,0
21.39,27.89,0.00,819.25,0.0043928369,0
21.39,27.89,0.00,820.20,0.0043928369,0
21.39,27.89,0.00,817.67,0.0043928369,0
21.37,27.89,0.00,808.00,0.0043860637,0
21.39,27.79,0.00,806.67,0.0043769755,0
21.39,27.86,0.00,804.67,0.0043875497,0
21.29,27.85,0.00,803.80,0.0043594941,0
21.29,27.79,0.00,806.00,0.0043500363,0
21.29,27.79,0.00,801.50,0.0043500363,0
21.34,27.79,0.00,802.00,0.0043634876,0
21.29,27.79,0.00,803.67,0.0043500363,0
21.29,27.79,0.00,800.00,0.0043500363,0
21.29,27.79,0.00,795.00,0.0043500363,0
21.29,27.79,0.00,785.00,0.0043500363,0
21.29,27.79,0.00,781.00,0.0043500363,0
21.29,27.79,0.00,782.00,0.0043500363,0
21.29,27.77,0.00,778.00,0.0043464897,0
21.29,27.79,0.00,772.50,0.0043500363,0
21.25,27.75,0.00,770.75,0.0043308882,0
21.22,27.72,0.00,769.00,0.0043194326,0
21.23,27.70,0.00,767.00,0.0043198098,0
21.20,27.70,0.00,764.00,0.0043118093,0
21.20,27.70,0.00,765.25,0.0043118093,0
21.20,27.65,0.00,765.00,0.0043039724,0
21.20,27.60,0.00,766.00,0.0042961357,0
21.20,27.60,0.00,758.50,0.0042961357,0
21.20,27.58,0.00,749.75,0.0042922174,0
21.20,27.60,0.00,749.00,0.0042961357,0
21.20,27.54,0.00,747.80,0.0042867319,0
21.20,27.50,0.00,744.00,0.0042804629,0
21.20,27.50,0.00,746.40,0.0042804629,0
21.20,27.47,0.00,750.50,0.0042761530,0
21.20,27.50,0.00,747.00,0.0042804629,0
21.20,27.47,0.00,750.00,0.0042761530,0
21.20,27.37,0.00,742.75,0.0042593058,0
21.20,27.34,0.00,737.75,0.0042553880,0
21.20,27.34,0.00,736.25,0.0042553880,0
21.20,27.29,0.00,738.25,0.0042475525,0
21.20,27.29,0.00,732.33,0.0042475525,0
21.20,27.29,0.00,725.40,0.0042475525,0
21.20,27.27,0.00,729.25,0.0042440266,0
21.20,27.25,0.00,727.00,0.0042405007,0
21.20,27.25,0.00,716.75,0.0042405007,0
21.20,27.20,0.00,715.67,0.0042334491,0
21.20,27.20,0.00,712.25,0.0042334491,0
21.20,27.20,0.00,719.00,0.0042334491,0
21.20,27.15,0.00,714.25,0.0042256142,0
21.20,27.14,0.00,711.40,0.0042240472,0
21.20,27.10,0.00,702.75,0.0042177794,0
21.20,27.10,0.00,701.00,0.0042177794,0
21.20,27.10,0.00,703.67,0.0042177794,0
21.20,27.03,0.00,707.25,0.0042060277,0
21.20,27.00,0.00,703.75,0.0042021105,0
21.20,27.00,0.00,699.50,0.0042021105,0
21.20,27.00,0.00,697.50,0.0042021105,0
21.20,27.00,0.00,696.67,0.0042021105,0
21.20,27.00,0.00,692.75,0.0042021105,0
21.20,27.00,0.00,692.60,0.0042021105,0
21.20,26.86,0.00,695.33,0.0041796531,0
21.20,26.89,0.00,690.50,0.0041848756,0
21.20,26.89,0.00,689.50,0.0041848756,0
21.20,26.89,0.00,692.33,0.0041848756,0
21.20,26.82,0.00,691.50,0.0041731251,0
21.20,26.79,0.00,687.60,0.0041692083,0
21.17,26.79,0.00,682.33,0.0041606296,0
21.20,26.79,0.00,677.67,0.0041692083,0
21.16,26.79,0.00,677.80,0.0041589158,0
21.20,26.79,0.00,684.33,0.0041692083,0
21.15,26.79,0.00,682.50,0.0041563461,0
21.18,26.79,0.00,675.00,0.0041627729,0
21.13,26.79,0.00,669.25,0.0041499282,0
21.20,26.75,0.00,668.50,0.0041621583,0
21.15,26.70,0.00,671.25,0.0041422901,0
21.10,26.70,0.00,674.33,0.0041295065,0
21.13,26.68,0.00,673.00,0.0041319957,0
21.13,26.60,0.00,671.50,0.0041203011,0
21.13,26.63,0.00,670.50,0.0041241992,0
21.10,26.63,0.00,669.75,0.0041178300,0
21.10,26.60,0.00,663.50,0.0041139379,0
21.10,26.60,0.00,665.00,0.0041139379,0
21.10,26.60,0.00,661.50,0.0041139379,0
21.10,26.60,0.00,657.75,0.0041139379,0
21.10,26.60,0.00,652.75,0.0041139379,0
21.10,26.60,0.00,653.25,0.0041139379,0
21.10,26.60,0.00,656.75,0.0041139379,0
21.10,26.60,0.00,651.00,0.0041139379,0
21.10,26.58,0.00,648.50,0.0041100459,0
21.10,26.55,0.00,652.25,0.0041061539,0
21.10,26.50,0.00,642.25,0.0040983701,0
21.10,26.50,0.00,643.75,0.0040983701,0
21.08,26.47,0.00,649.67,0.0040877654,0
21.10,26.50,0.00,649.50,0.0040983701,0
21.06,26.41,0.00,646.60,0.0040745808,0
21.07,26.46,0.00,643.00,0.0040842354,0
21.08,26.48,0.00,640.40,0.0040898846,0
21.08,26.39,0.00,640.75,0.0040749427,0
21.08,26.42,0.00,636.75,0.0040792169,0
21.05,26.39,0.00,634.75,0.0040686476,0
21.08,26.42,0.00,633.75,0.0040792169,0
21.00,26.29,0.00,632.00,0.0040406136,0
21.00,26.29,0.00,626.50,0.0040406136,0
21.03,26.32,0.00,628.67,0.0040541211,0
21.03,26.32,0.00,629.50,0.0040507408,0
21.05,26.34,0.00,630.50,0.0040608886,0
21.03,26.32,0.00,631.50,0.0040507408,0
21.03,26.32,0.00,629.50,0.0040507408,0
21.05,26.29,0.00,627.00,0.0040531298,0
21.00,26.27,0.00,624.50,0.0040371330,0
21.00,26.26,0.00,625.67,0.0040359728,0
21.00,26.29,0.00,624.50,0.0040406136,0
21.00,26.24,0.00,622.00,0.0040322603,0
21.00,26.27,0.00,622.75,0.0040371330,0
21.00,26.20,0.00,619.25,0.0040266916,0
21.00,26.20,0.00,616.00,0.0040266916,0
21.00,26.20,0.00,617.25,0.0040266916,0
21.00,26.20,0.00,616.40,0.0040266916,0
21.00,26.17,0.00,616.67,0.0040215354,0
21.00,26.13,0.00,614.75,0.0040150904,0
21.00,26.13,0.00,611.33,0.0040150904,0
21.00,26.10,0.00,613.60,0.0040112234,0
21.00,26.15,0.00,608.75,0.0040189574,0
21.00,26.10,0.00,611.00,0.0040112234,0
21.00,26.10,0.00,612.00,0.0040112234,0
21.00,26.10,0.00,608.80,0.0040112234,0
21.00,26.10,0.00,612.00,0.0040112234,0
21.00,26.10,0.00,604.50,0.0040112234,0
21.00,26.00,0.00,607.00,0.0039957560,0
21.00,26.00,0.00,614.75,0.0039957560,0
21.00,26.00,0.00,612.25,0.0039957560,0
21.00,26.00,0.00,607.50,0.0039957560,0
21.00,26.00,0.00,602.67,0.0039957560,0
21.00,26.00,0.00,605.25,0.0039957560,0
21.00,26.00,0.00,606.00,0.0039957560,0
21.00,26.00,0.00,602.25,0.0039957560,0
21.00,25.96,0.00,600.50,0.0039889506,0
21.00,26.00,0.00,600.50,0.0039957560,0
21.00,26.00,0.00,601.00,0.0039957560,0
21.00,25.93,0.00,600.40,0.0039855479,0
21.00,25.89,0.00,604.33,0.0039787427,0
21.00,25.89,0.00,606.00,0.0039787427,0
20.96,25.89,0.00,602.00,0.0039697270,0
21.00,25.89,0.00,596.00,0.0039787427,0
21.00,25.89,0.00,596.33,0.0039787427,0
21.00,25.89,0.00,594.00,0.0039787427,0
20.95,25.89,0.00,596.50,0.0039652258,0
20.96,25.89,0.00,596.00,0.0039697270,0
20.97,25.82,0.00,597.50,0.0039603996,0
21.00,25.82,0.00,594.25,0.0039671433,0
21.00,25.82,0.00,591.50,0.0039671433,0
20.98,25.83,0.00,594.20,0.0039640642,0
20.96,25.79,0.00,588.67,0.0039542964,0
20.93,25.79,0.00,585.33,0.0039453339,0
20.95,25.79,0.00,585.00,0.0039498129,0
20.95,25.79,0.00,582.25,0.0039498129,0
20.89,25.79,0.00,580.75,0.0039363892,0
20.92,25.75,0.00,585.00,0.0039361723,0
20.89,25.72,0.00,584.50,0.0039260215,0
20.96,25.70,0.00,583.33,0.0039404096,0
20.89,25.70,0.00,584.00,0.0039225657,0
20.91,25.70,0.00,581.80,0.0039279114,0
20.89,25.70,0.00,576.67,0.0039225657,0
20.89,25.70,0.00,579.33,0.0039225657,0
20.89,25.70,0.00,581.75,0.0039225657,0
20.89,25.70,0.00,582.75,0.0039225657,0
20.89,25.70,0.00,579.80,0.0039225657,0
20.92,25.70,0.00,578.50,0.0039292488,0
20.89,25.70,0.00,578.50,0.0039225657,0
20.89,25.70,0.00,580.50,0.0039225657,0
20.89,25.70,0.00,577.80,0.0039225657,0
20.89,25.70,0.00,582.75,0.0039225657,0
20.89,25.70,0.00,584.40,0.0039225657,0
20.89,25.60,0.00,582.67,0.0039072069,0
20.87,25.58,0.00,578.25,0.0038973304,0
20.89,25.60,0.00,575.67,0.0039072069,0
20.89,25.60,0.00,577.25,0.0039072069,0
20.87,25.58,0.00,577.20,0.0038993041,0
20.89,25.60,0.00,572.75,0.0039072069,0
20.89,25.60,0.00,576.50,0.0039072069,0
20.89,25.53,0.00,579.33,0.0038956883,0
20.89,25.53,0.00,571.60,0.0038956883,0
20.89,25.50,0.00,573.00,0.0038918489,0
20.89,25.50,0.00,573.50,0.0038918489,0
20.89,25.50,0.00,572.75,0.0038918489,0
20.89,25.50,0.00,573.60,0.0038918489,0
20.89,25.50,0.00,571.50,0.0038918489,0
20.86,25.46,0.00,573.33,0.0038782059,0
20.89,25.47,0.00,570.75,0.0038876256,0
20.89,25.39,0.00,568.00,0.0038749559,0
20.89,25.42,0.00,573.00,0.0038791791,0
20.89,25.39,0.00,569.67,0.0038749559,0
20.89,25.39,0.00,575.20,0.0038749559,0
20.89,25.39,0.00,578.00,0.0038749559,0
20.89,25.39,0.00,572.75,0.0038749559,0
20.89,25.39,0.00,569.60,0.0038749559,0
20.86,25.36,0.00,566.33,0.0038618591,0
20.86,25.36,0.00,567.33,0.0038618591,0
20.87,25.37,0.00,570.25,0.0038651300,0
20.89,25.39,0.00,575.00,0.0038749559,0
20.89,25.37,0.00,570.20,0.0038718846,0
20.89,25.36,0.00,565.33,0.0038698370,0
20.89,25.29,0.00,569.25,0.0038595995,0
20.89,25.32,0.00,567.25,0.0038634385,0
20.89,25.29,0.00,567.50,0.0038595995,0
20.87,25.27,0.00,566.00,0.0038501809,0
20.89,25.29,0.00,565.75,0.0038595995,0
20.89,25.27,0.00,564.50,0.0038561444,0
20.89,25.22,0.00,562.60,0.0038485433,0
20.89,25.29,0.00,561.33,0.0038595995,0
20.89,25.29,0.00,561.00,0.0038595995,0
20.89,25.29,0.00,566.75,0.0038595995,0
20.92,25.25,0.00,563.75,0.0038592526,0
20.89,25.20,0.00,566.75,0.0038457793,0
20.89,25.22,0.00,563.40,0.0038485433,0
20.89,25.20,0.00,564.25,0.0038457793,0
20.89,25.22,0.00,562.75,0.0038492343,0
20.92,25.20,0.00,560.00,0.0038523308,0
20.89,25.20,0.00,558.75,0.0038457793,0
20.89,25.20,0.00,558.50,0.0038457793,0
20.89,25.20,0.00,558.33,0.0038457793,0
20.89,25.20,0.00,561.40,0.0038457793,0
20.89,25.20,0.00,558.25,0.0038457793,0
20.89,25.20,0.00,557.20,0.0038457793,0
20.89,25.20,0.00,559.67,0.0038457793,0
20.89,25.13,0.00,561.00,0.0038355426,0
20.89,25.16,0.00,563.40,0.0038396372,0
20.92,25.13,0.00,559.75,0.0038407947,0
20.92,25.10,0.00,559.00,0.0038369495,0
20.92,25.10,0.00,561.00,0.0038369495,0
20.89,25.10,0.00,563.25,0.0038304243,0
20.89,25.10,0.00,560.75,0.0038304243,0
20.89,25.10,0.00,558.00,0.0038304243,0
20.89,25.08,0.00,556.80,0.0038273534,0
20.89,25.13,0.00,556.00,0.0038342630,0
20.89,25.10,0.00,558.00,0.0038304243,0
20.89,25.08,0.00,556.80,0.0038273534,0
20.89,25.07,0.00,557.00,0.0038253062,0
20.89,25.00,0.00,556.80,0.0038150701,0
20.89,25.03,0.00,548.50,0.0038189086,0
20.89,25.05,0.00,550.00,0.0038227471,0
20.89,25.00,0.00,554.00,0.0038150701,0
20.89,25.03,0.00,555.25,0.0038189086,0
20.89,25.00,0.00,555.50,0.0038150701,0
20.89,25.00,0.00,556.75,0.0038150701,0
20.89,25.00,0.00,558.00,0.0038150701,0
20.89,25.00,0.00,558.00,0.0038150701,0
20.89,25.00,0.00,558.25,0.0038150701,0
20.89,25.00,0.00,556.25,0.0038150701,0
20.89,25.00,0.00,554.50,0.0038150701,0
20.89,25.00,0.00,555.25,0.0038150701,0
20.89,25.00,0.00,558.00,0.0038150701,0
20.89,25.00,0.00,554.33,0.0038150701,0
20.89,25.00,0.00,549.75,0.0038150701,0
20.89,24.97,0.00,558.50,0.0038108478,0
20.87,24.92,0.00,558.25,0.0037969067,0
20.89,24.92,0.00,558.25,0.0038024034,0
20.89,24.97,0.00,547.25,0.0038108478,0
20.89,24.95,0.00,553.75,0.0038066255,0
20.89,24.89,0.00,547.75,0.0037981813,0
20.89,24.89,0.00,547.25,0.0037981813,0
20.89,24.89,0.00,551.50,0.0037981813,0
20.89,24.89,0.00,554.00,0.0037981813,0
20.89,24.89,0.00,550.00,0.0037981813,0
20.89,24.93,0.00,553.67,0.0038038108,0
20.89,24.93,0.00,552.40,0.0038049367,0
20.89,24.93,0.00,554.00,0.0038038108,0
20.83,24.87,0.00,547.00,0.0037810396,0
20.89,24.89,0.00,542.33,0.0037981813,0
20.84,24.89,0.00,544.75,0.0037868253,0
20.89,24.95,0.00,547.00,0.0038066255,0
20.87,24.87,0.00,552.75,0.0037884757,0
20.89,25.00,0.00,556.00,0.0038150701,0
20.87,24.93,0.00,551.60,0.0038002290,0
20.84,24.92,0.00,553.00,0.0037910343,0
20.89,24.97,0.00,551.25,0.0038108478,0
20.86,24.93,0.00,552.67,0.0037959698,0
20.87,24.97,0.00,553.75,0.0038049548,0
20.86,24.86,0.00,545.67,0.0037852449,0
20.87,24.92,0.00,547.75,0.0037965235,0
20.89,24.91,0.00,548.40,0.0038015589,0
20.89,24.93,0.00,549.33,0.0038038108,0
20.89,25.00,0.00,549.33,0.0038150701,0
20.87,24.89,0.00,545.50,0.0037926912,0
20.89,24.93,0.00,543.00,0.0038038108,0
20.89,24.98,0.00,545.60,0.0038116922,0
20.85,24.96,0.00,547.60,0.0037988958,0
20.89,25.00,0.00,548.67,0.0038150701,0
20.89,25.00,0.00,542.75,0.0038150701,0
20.87,24.98,0.00,537.20,0.0038069761,0
20.86,24.93,0.00,541.33,0.0037959698,0
20.87,24.97,0.00,545.25,0.0038049548,0
20.83,24.93,0.00,541.25,0.0037908290,0
20.82,24.93,0.00,535.50,0.0037881431,0
20.89,25.00,0.00,536.50,0.0038150701,0
20.87,24.98,0.00,543.80,0.0038069761,0
20.84,24.92,0.00,542.00,0.0037910343,0
20.84,24.95,0.00,537.25,0.0037948607,0
20.82,24.93,0.00,538.00,0.0037881431,0
20.82,24.93,0.00,542.00,0.0037881431,0
20.81,24.91,0.00,542.00,0.0037827758,0
20.79,24.89,0.00,545.33,0.0037747361,0
20.87,24.97,0.00,543.25,0.0038049548,0
20.86,24.93,0.00,539.00,0.0037964805,0
20.84,24.95,0.00,540.75,0.0037948607,0
20.79,24.92,0.00,538.00,0.0037789320,0
20.79,24.89,0.00,538.00,0.0037747361,0
20.79,24.93,0.00,538.67,0.0037803306,0
20.81,24.96,0.00,541.60,0.0037894977,0
20.79,24.89,0.00,537.50,0.0037747361,0
20.79,24.98,0.00,537.20,0.0037881631,0
20.79,24.96,0.00,541.00,0.0037859252,0
20.79,25.00,0.00,534.00,0.0037915200,0
20.79,25.00,0.00,532.00,0.0037915200,0
20.84,25.00,0.00,531.75,0.0038032790,0
20.79,25.00,0.00,532.80,0.0037915200,0
20.79,25.00,0.00,532.00,0.0037915200,0
20.82,24.93,0.00,533.67,0.0037881431,0
20.79,25.00,0.00,531.75,0.0037915200,0
20.79,25.00,0.00,534.40,0.0037915200,0
20.79,25.00,0.00,535.67,0.0037915200,0
20.79,25.00,0.00,529.75,0.0037915200,0
20.79,25.00,0.00,532.00,0.0037915200,0
20.79,25.00,0.00,531.33,0.0037915200,0
20.79,25.00,0.00,529.75,0.0037915200,0
20.79,25.00,0.00,528.75,0.0037915200,0
20.79,25.00,0.00,528.25,0.0037915200,0
20.79,25.00,0.00,526.00,0.0037915200,0
20.79,25.00,0.00,526.50,0.0037915200,0
20.79,24.96,0.00,529.33,0.0037859252,0
20.82,24.95,0.00,528.25,0.0037889903,0
20.81,24.93,0.00,526.80,0.0037861367,0
20.79,24.97,0.00,525.50,0.0037873239,0
20.79,24.96,0.00,524.67,0.0037859252,0
20.79,24.89,0.00,523.00,0.0037747361,0
20.79,24.89,0.00,526.00,0.0037747361,0
20.79,24.97,0.00,523.25,0.0037873239,0
20.79,24.89,0.00,524.33,0.0037747361,0
20.79,24.89,0.00,521.50,0.0037747361,0
20.79,24.91,0.00,518.60,0.0037780928,0
20.79,24.89,0.00,520.75,0.0037747361,0
20.79,24.89,0.00,527.67,0.0037747361,0
20.79,24.95,0.00,526.00,0.0037831279,0
20.79,24.96,0.00,519.60,0.0037848063,0
20.79,24.96,0.00,518.33,0.0037859252,0
20.79,24.97,0.00,520.50,0.0037873239,0
20.79,24.95,0.00,521.75,0.0037831279,0
20.79,24.89,0.00,523.00,0.0037747361,0
20.79,24.89,0.00,520.33,0.0037747361,0
20.79,24.89,0.00,519.00,0.0037747361,0
20.79,24.95,0.00,516.25,0.0037831279,0
20.79,25.00,0.00,518.60,0.0037915200,0
20.79,25.00,0.00,519.33,0.0037915200,0
20.76,25.00,0.00,515.33,0.0037844800,0
20.77,25.00,0.00,516.40,0.0037872946,0
20.75,25.00,0.00,519.50,0.0037809643,0
20.77,25.00,0.00,522.25,0.0037862389,0
20.77,25.00,0.00,514.75,0.0037862389,0
20.77,25.00,0.00,513.75,0.0037862389,0
20.79,25.00,0.00,515.00,0.0037915200,0
20.79,25.00,0.00,519.00,0.0037915200,0
20.77,25.00,0.00,518.80,0.0037872946,0
20.79,25.00,0.00,517.33,0.0037915200,0
20.73,25.07,0.00,509.75,0.0037875861,0
20.72,25.04,0.00,513.60,0.0037807195,0
20.73,25.07,0.00,511.00,0.0037875861,0
20.72,25.10,0.00,512.40,0.0037898340,0
20.70,25.08,0.00,515.50,0.0037818147,0
20.74,25.10,0.00,511.80,0.0037940639,0
20.73,25.10,0.00,511.67,0.0037926535,0
20.70,25.05,0.00,509.75,0.0037780213,0
20.73,25.10,0.00,513.00,0.0037926535,0
20.70,25.10,0.00,508.50,0.0037856081,0
20.70,25.10,0.00,510.00,0.0037856081,0
20.70,25.10,0.00,509.67,0.0037856081,0
20.70,25.10,0.00,508.50,0.0037856081,0
20.70,25.10,0.00,511.25,0.0037856081,0
20.70,25.10,0.00,513.33,0.0037856081,0
20.70,25.10,0.00,509.50,0.0037856081,0
20.70,25.10,0.00,509.00,0.0037856081,0
20.70,25.10,0.00,509.00,0.0037856081,0
20.70,25.10,0.00,510.50,0.0037856081,0
20.70,25.10,0.00,512.00,0.0037856081,0
20.70,25.10,0.00,509.00,0.0037856081,0
20.68,25.12,0.00,508.00,0.0037839487,0
20.70,25.13,0.00,502.25,0.0037894016,0
20.68,25.10,0.00,502.50,0.0037797458,0
20.70,25.10,0.00,505.50,0.0037856081,0
20.70,25.10,0.00,505.50,0.0037856081,0
20.70,25.10,0.00,500.25,0.0037856081,0
20.68,25.10,0.00,500.00,0.0037809176,0
20.67,25.10,0.00,499.00,0.0037777935,0
20.70,25.10,0.00,501.25,0.0037856081,0
20.70,25.10,0.00,501.00,0.0037856081,0
20.70,25.10,0.00,502.00,0.0037856081,0
20.70,25.10,0.00,496.25,0.0037856081,0
20.70,25.10,0.00,495.80,0.0037856081,0
20.66,25.10,0.00,497.80,0.0037762323,0
20.63,25.10,0.00,497.00,0.0037699931,0
20.63,25.10,0.00,497.25,0.0037680452,0
20.68,25.18,0.00,503.25,0.0037911087,0
20.68,25.13,0.00,500.00,0.0037835334,0
20.70,25.10,0.00,494.75,0.0037856081,0
20.70,25.10,0.00,492.33,0.0037856081,0
20.70,25.10,0.00,492.75,0.0037856081,0
20.70,25.10,0.00,497.00,0.0037856081,0
20.65,25.08,0.00,498.50,0.0037701099,0
20.70,25.10,0.00,498.75,0.0037856081,0
20.68,25.08,0.00,498.75,0.0037759583,0
20.70,25.10,0.00,495.33,0.0037856081,0
20.68,25.08,0.00,490.75,0.0037759583,0
20.70,25.10,0.00,487.75,0.0037856081,0
20.65,25.05,0.00,491.75,0.0037663283,0
20.70,25.10,0.00,491.25,0.0037856081,0
20.70,25.10,0.00,493.50,0.0037856081,0
20.70,25.10,0.00,493.33,0.0037856081,0
20.70,25.00,0.00,493.25,0.0037704346,0
20.70,25.00,0.00,491.00,0.0037704346,0
20.70,25.00,0.00,492.00,0.0037704346,0
20.70,25.00,0.00,496.00,0.0037704346,0
20.70,25.00,0.00,493.00,0.0037704346,0
20.70,25.00,0.00,491.25,0.0037704346,0
20.70,25.00,0.00,494.00,0.0037704346,0
20.70,25.00,0.00,494.20,0.0037704346,0
20.70,25.00,0.00,493.75,0.0037704346,0
20.70,25.00,0.00,495.75,0.0037704346,0
20.70,25.00,0.00,492.25,0.0037704346,0
20.70,25.00,0.00,486.50,0.0037704346,0
20.70,25.00,0.00,493.33,0.0037704346,0
20.70,25.00,0.00,494.75,0.0037704346,0
20.70,25.00,0.00,490.00,0.0037704346,0
20.70,25.00,0.00,490.50,0.0037704346,0
20.70,25.00,0.00,490.25,0.0037704346,0
20.70,25.00,0.00,498.25,0.0037704346,0
20.70,25.00,0.00,499.00,0.0037704346,0
20.70,24.96,0.00,493.00,0.0037648712,0
20.70,24.98,0.00,484.83,0.0037676529,0
20.70,24.97,0.00,480.00,0.0037662620,0
20.70,24.97,0.00,478.75,0.0037662620,0
20.70,25.00,0.00,483.33,0.0037704346,0
20.70,25.00,0.00,480.20,0.0037704346,0
20.70,24.89,0.00,483.33,0.0037537446,0
20.70,24.89,0.00,487.00,0.0037537446,0
20.70,24.85,0.00,485.20,0.0037476757,0
20.70,24.89,0.00,480.67,0.0037537446,0
20.70,24.84,0.00,480.25,0.0037461585,0
20.70,24.79,0.00,486.00,0.0037385726,0
20.70,24.87,0.00,485.75,0.0037499515,0
20.70,24.82,0.00,483.00,0.0037423655,0
20.70,24.87,0.00,483.60,0.0037507101,0
20.70,24.79,0.00,489.33,0.0037385726,0
20.70,24.79,0.00,486.75,0.0037385726,0
20.70,24.79,0.00,483.50,0.0037385726,0
20.70,24.79,0.00,482.00,0.0037385726,0
